term_id,db,pathway_id,pathway_name,description,pathway_size,overlap_size,Process_primary,Process_all,Generic_parent_flag,is_Metabolism,is_ECM_Remodeling_Adhesion,is_Angiogenesis_Vascular_Hemostasis,is_Immune_Checkpoint_Tcell_Regulation,is_Innate_Immunity_Myeloid_Phagocyte,is_Apoptosis_Survival,is_Stress_Response_DNA_Damage_Autophagy,is_Cell_Cycle_DNA_Replication,is_Cytokine_JAK_STAT_Signaling,is_Oncogenic_GrowthFactor_Signaling,is_Other_Mixed_or_Generic
REACTOME:R-HSA-5609975,REACTOME,R-HSA-5609975,Diseases associated with glycosylation precursor biosynthesis,R-HSA-5609975,16,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5610780,REACTOME,R-HSA-5610780,Degradation of GLI1 by the proteasome,R-HSA-5610780,47,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5610783,REACTOME,R-HSA-5610783,Degradation of GLI2 by the proteasome,R-HSA-5610783,47,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5610785,REACTOME,R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome,R-HSA-5610785,47,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5610787,REACTOME,R-HSA-5610787,Hedgehog 'off' state,R-HSA-5610787,100,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5617833,REACTOME,R-HSA-5617833,Cilium Assembly,R-HSA-5617833,201,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5619043,REACTOME,R-HSA-5619043,Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1),R-HSA-5619043,1,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5619084,REACTOME,R-HSA-5619084,ABC transporter disorders,R-HSA-5619084,65,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5619102,REACTOME,R-HSA-5619102,SLC transporter disorders,R-HSA-5619102,98,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5619115,REACTOME,R-HSA-5619115,Disorders of transmembrane transporters,R-HSA-5619115,163,5,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5620912,REACTOME,R-HSA-5620912,Anchoring of the basal body to the plasma membrane,R-HSA-5620912,97,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5620916,REACTOME,R-HSA-5620916,VxPx cargo-targeting to cilium,R-HSA-5620916,21,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5620920,REACTOME,R-HSA-5620920,Cargo trafficking to the periciliary membrane,R-HSA-5620920,71,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5620924,REACTOME,R-HSA-5620924,Intraflagellar transport,R-HSA-5620924,54,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5620971,REACTOME,R-HSA-5620971,Pyroptosis,R-HSA-5620971,27,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5621481,REACTOME,R-HSA-5621481,C-type lectin receptors (CLRs),R-HSA-5621481,131,7,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5621575,REACTOME,R-HSA-5621575,CD209 (DC-SIGN) signaling,R-HSA-5621575,21,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5625740,REACTOME,R-HSA-5625740,RHO GTPases activate PKNs,R-HSA-5625740,62,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5625900,REACTOME,R-HSA-5625900,RHO GTPases activate CIT,R-HSA-5625900,19,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5626467,REACTOME,R-HSA-5626467,RHO GTPases activate IQGAPs,R-HSA-5626467,32,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5627083,REACTOME,R-HSA-5627083,RHO GTPases regulate CFTR trafficking,R-HSA-5627083,3,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5627117,REACTOME,R-HSA-5627117,RHO GTPases Activate ROCKs,R-HSA-5627117,19,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5627123,REACTOME,R-HSA-5627123,RHO GTPases activate PAKs,R-HSA-5627123,21,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5628897,REACTOME,R-HSA-5628897,TP53 Regulates Metabolic Genes,R-HSA-5628897,86,6,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5632684,REACTOME,R-HSA-5632684,Hedgehog 'on' state,R-HSA-5632684,73,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5633007,REACTOME,R-HSA-5633007,Regulation of TP53 Activity,R-HSA-5633007,161,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5633008,REACTOME,R-HSA-5633008,TP53 Regulates Transcription of Cell Death Genes,R-HSA-5633008,44,1,Apoptosis_Survival,Apoptosis_Survival,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-5637810,REACTOME,R-HSA-5637810,Constitutive Signaling by EGFRvIII,R-HSA-5637810,15,1,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-5637812,REACTOME,R-HSA-5637812,Signaling by EGFRvIII in Cancer,R-HSA-5637812,15,1,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-5637815,REACTOME,R-HSA-5637815,Signaling by Ligand-Responsive EGFR Variants in Cancer,R-HSA-5637815,19,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5653656,REACTOME,R-HSA-5653656,Vesicle-mediated transport,R-HSA-5653656,757,24,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5653890,REACTOME,R-HSA-5653890,Lactose synthesis,R-HSA-5653890,3,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5654687,REACTOME,R-HSA-5654687,Downstream signaling of activated FGFR1,R-HSA-5654687,31,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5654688,REACTOME,R-HSA-5654688,SHC-mediated cascade:FGFR1,R-HSA-5654688,21,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5654693,REACTOME,R-HSA-5654693,FRS-mediated FGFR1 signaling,R-HSA-5654693,23,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5654696,REACTOME,R-HSA-5654696,Downstream signaling of activated FGFR2,R-HSA-5654696,30,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5654699,REACTOME,R-HSA-5654699,SHC-mediated cascade:FGFR2,R-HSA-5654699,23,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5654700,REACTOME,R-HSA-5654700,FRS-mediated FGFR2 signaling,R-HSA-5654700,25,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5654704,REACTOME,R-HSA-5654704,SHC-mediated cascade:FGFR3,R-HSA-5654704,18,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5654706,REACTOME,R-HSA-5654706,FRS-mediated FGFR3 signaling,R-HSA-5654706,20,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5654708,REACTOME,R-HSA-5654708,Downstream signaling of activated FGFR3,R-HSA-5654708,25,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5654712,REACTOME,R-HSA-5654712,FRS-mediated FGFR4 signaling,R-HSA-5654712,22,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5654716,REACTOME,R-HSA-5654716,Downstream signaling of activated FGFR4,R-HSA-5654716,27,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5654719,REACTOME,R-HSA-5654719,SHC-mediated cascade:FGFR4,R-HSA-5654719,20,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5654736,REACTOME,R-HSA-5654736,Signaling by FGFR1,R-HSA-5654736,52,1,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-5654738,REACTOME,R-HSA-5654738,Signaling by FGFR2,R-HSA-5654738,75,1,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-5654741,REACTOME,R-HSA-5654741,Signaling by FGFR3,R-HSA-5654741,40,1,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-5654743,REACTOME,R-HSA-5654743,Signaling by FGFR4,R-HSA-5654743,41,1,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-5655253,REACTOME,R-HSA-5655253,Signaling by FGFR2 in disease,R-HSA-5655253,43,1,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-5655291,REACTOME,R-HSA-5655291,Signaling by FGFR4 in disease,R-HSA-5655291,11,1,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-5655302,REACTOME,R-HSA-5655302,Signaling by FGFR1 in disease,R-HSA-5655302,38,2,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-5655332,REACTOME,R-HSA-5655332,Signaling by FGFR3 in disease,R-HSA-5655332,22,1,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-5656169,REACTOME,R-HSA-5656169,Termination of translesion DNA synthesis,R-HSA-5656169,32,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5658442,REACTOME,R-HSA-5658442,Regulation of RAS by GAPs,R-HSA-5658442,55,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5660668,REACTOME,R-HSA-5660668,CLEC7A/inflammasome pathway,R-HSA-5660668,6,1,Innate_Immunity_Myeloid_Phagocyte,Innate_Immunity_Myeloid_Phagocyte,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-5663084,REACTOME,R-HSA-5663084,Diseases of carbohydrate metabolism,R-HSA-5663084,34,1,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-5663202,REACTOME,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5663202,454,24,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5663205,REACTOME,R-HSA-5663205,Infectious disease,R-HSA-5663205,1691,49,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5663213,REACTOME,R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,R-HSA-5663213,36,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5663220,REACTOME,R-HSA-5663220,RHO GTPases Activate Formins,R-HSA-5663220,140,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5668541,REACTOME,R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,R-HSA-5668541,88,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5668599,REACTOME,R-HSA-5668599,RHO GTPases Activate NADPH Oxidases,R-HSA-5668599,24,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5668914,REACTOME,R-HSA-5668914,Diseases of metabolism,R-HSA-5668914,273,5,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-5673000,REACTOME,R-HSA-5673000,RAF activation,R-HSA-5673000,34,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5673001,REACTOME,R-HSA-5673001,RAF/MAP kinase cascade,R-HSA-5673001,265,14,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5674135,REACTOME,R-HSA-5674135,MAP2K and MAPK activation,R-HSA-5674135,40,5,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-5674400,REACTOME,R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,R-HSA-5674400,26,2,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-5674499,REACTOME,R-HSA-5674499,Negative feedback regulation of MAPK pathway,R-HSA-5674499,6,1,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-5675221,REACTOME,R-HSA-5675221,Negative regulation of MAPK pathway,R-HSA-5675221,43,3,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-5675482,REACTOME,R-HSA-5675482,Regulation of necroptotic cell death,R-HSA-5675482,32,3,Apoptosis_Survival,Apoptosis_Survival,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-5676590,REACTOME,R-HSA-5676590,NIK-->noncanonical NF-kB signaling,R-HSA-5676590,46,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5678895,REACTOME,R-HSA-5678895,Defective CFTR causes cystic fibrosis,R-HSA-5678895,48,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5683057,REACTOME,R-HSA-5683057,MAPK family signaling cascades,R-HSA-5683057,314,15,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-5683826,REACTOME,R-HSA-5683826,Surfactant metabolism,R-HSA-5683826,30,3,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-5684264,REACTOME,R-HSA-5684264,MAP3K8 (TPL2)-dependent MAPK1/3 activation,R-HSA-5684264,16,1,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-5684996,REACTOME,R-HSA-5684996,MAPK1/MAPK3 signaling,R-HSA-5684996,271,14,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-5687128,REACTOME,R-HSA-5687128,MAPK6/MAPK4 signaling,R-HSA-5687128,80,4,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-5687613,REACTOME,R-HSA-5687613,Diseases associated with surfactant metabolism,R-HSA-5687613,10,1,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-5688426,REACTOME,R-HSA-5688426,Deubiquitination,R-HSA-5688426,269,10,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5688849,REACTOME,R-HSA-5688849,Defective CSF2RB causes SMDP5,R-HSA-5688849,8,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5688890,REACTOME,R-HSA-5688890,Defective CSF2RA causes SMDP4,R-HSA-5688890,8,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5689603,REACTOME,R-HSA-5689603,UCH proteinases,R-HSA-5689603,82,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5689880,REACTOME,R-HSA-5689880,Ub-specific processing proteases,R-HSA-5689880,191,6,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5689896,REACTOME,R-HSA-5689896,Ovarian tumor domain proteases,R-HSA-5689896,39,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5694530,REACTOME,R-HSA-5694530,Cargo concentration in the ER,R-HSA-5694530,33,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5696394,REACTOME,R-HSA-5696394,DNA Damage Recognition in GG-NER,R-HSA-5696394,38,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5696398,REACTOME,R-HSA-5696398,Nucleotide Excision Repair,R-HSA-5696398,108,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-5696399,REACTOME,R-HSA-5696399,Global Genome Nucleotide Excision Repair (GG-NER),R-HSA-5696399,84,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-597592,REACTOME,R-HSA-597592,Post-translational protein modification,R-HSA-597592,1475,44,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-611105,REACTOME,R-HSA-611105,Respiratory electron transport,R-HSA-611105,159,7,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
